book,user_id,email,symbol,instrument_id,timeframe,side,entry_time,entry_price,exit_time,exit_price,exit_reason,quantity,notional_inr,realized_pnl_inr,fees_inr,stop_loss,target_t1,target_t2,target_t3,t1_booked,t2_booked,remaining_pct_at_close,preset,exit_profile,regime_key,interval,decision_score,backtest_grade,backtest_win_rate_pct,position_id
intraday_stratzy,cmr30maz20000vg0i9wqwb7nm,admin@example.com,TCS,tcs,15m,short,2026-08-06T04:50:03.575Z,2398.4,2026-08-06T09:49:32.831Z,2376.09,EXIT_TIME,12,28780.8,253.39,14.33,2437.38,2361.82,2324.04,2286.26,false,false,100,ma20_stratzy,,,15m,,,,cmsh1enco0001vgcb91p5tis8
intraday_stratzy,cmr30maz20000vg0i9wqwb7nm,admin@example.com,ITC,itc,15m,short,2026-08-06T04:50:05.050Z,284.71,2026-08-06T09:49:32.631Z,285.24,EXIT_TIME,105,29894.55,-70.61,14.96,287.29,282.41,279.97,277.53,false,false,100,ma20_stratzy,,,15m,,,,cmsh1eohn0009vgcbpu4kd937
intraday_stratzy,cmr30maz20000vg0i9wqwb7nm,admin@example.com,AXISBANK,axisbank,15m,short,2026-08-06T04:50:05.383Z,1248.88,2026-08-06T09:49:30.757Z,1256.63,EXIT_TIME,24,29973.12,-201.03,15.03,1260.15,1238.85,1228.2,1217.55,false,false,100,ma20_stratzy,,,15m,,,,cmsh1eoqw000hvgcb1tf8phqp
intraday_stratzy,cmr30maz20000vg0i9wqwb7nm,admin@example.com,HDFCBANK,hdfcbank,15m,short,2026-08-07T04:50:46.235Z,733.93,2026-08-07T09:49:48.181Z,732.82,EXIT_TIME,40,29357.2,5.04,39.36,736.59,732.01,729.72,727.43,false,false,100,ma20_stratzy,,,15m,,,,cmsigvexo0003vgdk9mp4vsnm
intraday_stratzy,cmr30maz20000vg0i9wqwb7nm,admin@example.com,SBIN,sbin,15m,long,2026-08-07T04:50:47.463Z,1090.65,2026-08-07T10:00:48.100Z,1096.45,EXIT_SESSION,27,29447.55,117.13,39.47,1075.8,1104.4,1118.7,1133,false,false,100,ma20_stratzy,,,15m,,,,cmsigvfvr000bvgdk7r7oai7p
intraday_stratzy,cmr30maz20000vg0i9wqwb7nm,admin@example.com,BHARTIARTL,bhartiartl,15m,short,2026-08-07T04:50:47.644Z,1946.63,2026-08-07T07:57:17.452Z,1957.28,EXIT_NOW,15,29199.45,-174.39,14.64,1955.84,1939.36,1931.12,1922.88,false,false,100,ma20_stratzy,,,15m,,,,cmsigvg0t000jvgdkrsdiey2i
intraday_stratzy,cmr30maz20000vg0i9wqwb7nm,admin@example.com,TCS,tcs,15m,long,2026-08-07T07:57:18.181Z,2439.22,2026-08-07T09:49:48.773Z,2453.77,EXIT_TIME,12,29270.64,135.22,39.38,2423.28,2452.72,2467.44,2482.16,false,false,100,ma20_stratzy,,,15m,,,,cmsinjap20009vgz39hdzdmnn
