SYMBOL,OPEN,HIGH,LOW,PREV. CLOSE,LTP,INDICATIVE CLOSE,CHANGE,% CHANGE,VOLUME (shares),VALUE (Crores),52W H,52W L,30 D %CHNG,365 D %CHNG
"TATATECH","865.20","868.55","836.00","865.20","840.40","-","-24.8","-2.87","1473993","125.55","891.00","507.40","16.96","27.49"
"BANDHANBNK","173.82","176.79","172.57","174.00","176.00","-","2","1.15","7049218","123.69","220.76","134.25","-16.19","5.58"
"NEULANDLAB","22,988.00","23,100.00","22,419.00","22,955.00","22,507.00","-","-448","-1.95","53189","120.79","23,500.00","11,500.00","15.39","73.41"
"CPPLUS","3,817.00","3,965.00","3,770.10","3,805.50","3,900.00","-","94.5","2.48","287366","111.62","3,965.00","1,045.55","6.49","267.39"
"SYRMA","1,494.80","1,514.00","1,465.10","1,494.80","1,479.90","-","-14.9","-1","749197","111.45","1,543.00","634.50","1.93","119.8"
"CAPLIPOINT","2,629.60","2,672.10","2,452.00","2,629.60","2,460.00","-","-169.6","-6.45","427821","109.05","2,699.00","1,500.30","-4.78","17.34"
"WELCORP","1,844.40","1,873.00","1,840.00","1,836.90","1,863.00","-","26.1","1.42","583807","108.53","1,873.00","710.00","15.53","112.51"
"WOCKPHARMA","1,910.00","1,915.00","1,840.00","1,909.40","1,845.00","-","-64.4","-3.37","577896","107.88","2,422.30","1,086.70","1.89","21.73"
"SAMMAANCAP","164.80","164.80","158.66","163.40","160.40","-","-3","-1.84","6698353","107.86","192.95","114.10","-3.64","34.25"
"AEGISLOG","1,297.10","1,322.90","1,257.60","1,297.60","1,263.00","-","-34.6","-2.67","836202","107.77","1,497.80","576.10","1.36","75.31"
"NBCC","93.80","94.14","90.90","93.80","92.17","-","-1.63","-1.74","11484423","106.02","125.85","77.18","-7.81","-13.71"
"IFCI","75.00","75.29","72.71","75.70","73.47","-","-2.23","-2.95","14279371","105.28","95.80","46.23","-5.15","39.2"
"REDINGTON","355.00","356.20","338.00","354.55","340.05","-","-14.5","-4.09","3024132","104.61","364.50","191.31","21.27","44.21"
"ANANTRAJ","609.00","620.20","600.15","606.25","613.25","-","7","1.15","1700060","103.81","743.65","403.00","4.68","14.32"
"CDSL","1,349.80","1,353.40","1,333.10","1,347.00","1,339.00","-","-8","-0.59","764487","102.50","1,673.70","1,116.30","-6.49","-13.15"
"PNBHOUSING","1,141.90","1,166.00","1,140.50","1,142.10","1,157.60","-","15.5","1.36","872646","100.79","1,174.80","729.60","4.23","50.9"
"CASTROLIND","186.50","190.45","186.11","186.82","188.45","-","1.63","0.87","5108944","96.24","212.40","170.10","2.51","-10.18"
"KIRLOSENG","2,101.50","2,122.40","2,041.10","2,101.50","2,064.00","-","-37.5","-1.78","449080","93.17","2,720.00","855.80","-17.17","130.31"
"ZENTEC","1,826.00","1,853.00","1,810.10","1,819.80","1,823.40","-","3.6","0.2","502987","92.10","2,024.00","1,223.00","-3.03","30.02"
"CAMS","787.00","788.50","771.00","788.00","777.40","-","-8.1","-1.03","1156640","89.67","844.90","611.40","-1.66","3.13"
"RBLBANK","389.70","390.20","384.45","389.70","389.80","-","0.1","0.03","2289848","88.76","392.70","243.25","2.4","53.86"
"TECHNOE","976.15","1,009.20","975.70","1,058.05","984.00","-","-74.05","-7","845640","83.76","1,575.00","870.00","-6.3","-28.01"
"SAPPHIRE","236.98","238.89","226.70","236.02","231.30","-","-4.72","-2","3516974","82.04","347.90","139.91","26.64","-28.31"
"DEVYANI","142.10","142.10","137.00","142.79","139.55","-","-3.24","-2.27","5819096","81.27","191.00","91.55","24.08","-9.06"
"GRSE","2,579.00","2,584.00","2,546.60","2,575.40","2,577.70","-","2.3","0.09","307019","78.75","3,339.00","1,963.70","-3.17","2.71"
"PFIZER","4,892.00","5,149.00","4,891.70","4,898.50","5,010.00","-","111.5","2.28","148835","75.55","5,873.50","4,360.10","5.89","-1.8"
"CRAFTSMAN","10,360.00","10,723.00","10,326.00","10,294.00","10,550.00","-","256","2.49","71285","75.45","10,762.00","6,324.00","13.43","53.32"
"RKFORGE","755.80","760.00","739.90","751.35","741.70","-","-9.65","-1.28","978319","72.93","763.50","460.15","31.2","26.89"
"KEC","450.80","453.70","439.85","450.75","443.00","-","-7.75","-1.72","1598645","71.17","937.80","439.85","-12.25","-44.43"
"LALPATHLAB","1,954.80","1,988.90","1,940.00","1,949.90","1,950.00","-","0.1","0.01","351481","68.94","1,988.90","1,272.60","15.19","19.78"
"NH","1,848.80","1,858.80","1,819.40","1,848.80","1,836.00","-","-12.8","-0.69","368370","67.45","2,093.30","1,589.00","-9.44","1.34"
"KAJARIACER","1,230.00","1,259.00","1,211.90","1,225.60","1,258.30","-","32.7","2.67","541562","67.39","1,314.80","869.60","3.31","0.1"
"GESHIP","1,292.00","1,297.70","1,276.30","1,292.60","1,280.50","-","-12.1","-0.94","522980","67.21","1,798.00","922.50","-9.88","31.47"
"TEJASNET","532.00","532.45","515.50","533.60","526.10","-","-7.5","-1.41","1282649","67.07","647.00","294.00","-6.83","-4.51"
"BALRAMCHIN","623.00","626.10","592.55","627.80","601.95","-","-25.85","-4.12","1096131","66.21","665.50","393.55","6.18","7.33"
"RRKABEL","2,835.00","2,844.90","2,775.00","2,812.80","2,789.90","-","-22.9","-0.81","234123","65.64","2,845.00","1,165.00","25.35","130.48"
"ASTERDM","854.95","861.15","822.50","854.90","832.00","-","-22.9","-2.68","787879","65.48","891.30","519.10","2.86","37.76"
"SCI","294.00","300.95","293.35","293.95","297.30","-","3.35","1.14","2156081","64.23","368.75","195.55","4.35","44.5"
